Serial_Number	CASE_STATUS	EMPLOYER_NAME	SOC_NAME	JOB_TITLE	FULL_TIME_POSITION	PREVAILING_WAGE	YEAR	WORKSITE	lon	lat
7453	WITHDRAWN	AMAZON CORPORATE LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROGRAM MANAGER	Y	98155	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
7454	CERTIFIED-WITHDRAWN	"AARKI, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PRODUCT MANAGER	Y	121909	2016	"MOUNTAIN VIEW, CALIFORNIA"	-122.0838511	37.3860517
7455	WITHDRAWN	INTUIT INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR PRODUCT MANAGER	Y	147368	2016	"WOODLAND HILLS, CALIFORNIA"	-118.6089752	34.165357
7456	CERTIFIED-WITHDRAWN	"CONCUR TECHNOLOGIES, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, BUSINESS INTELLIGENCE"	Y	124259	2016	"BELLEVUE, WASHINGTON"	-122.2015159	47.6101497
7457	CERTIFIED-WITHDRAWN	BANK OF AMERICA N.A.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	VP; APPS PROGRAMMER	Y	88439	2016	"CHARLOTTE, NORTH CAROLINA"	-80.8431267	35.2270869
7458	CERTIFIED-WITHDRAWN	"FACEBOOK, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PRODUCT MANAGER	Y	113732	2016	"MENLO PARK, CALIFORNIA"	-122.1817252	37.4529598
7459	WITHDRAWN	"NETAPP, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, ENGINEERING SOFTWARE"	Y	152901	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
7460	CERTIFIED-WITHDRAWN	"COLLECTIVE MEDIA, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, SOFTWARE ENGINEERING & QUALITY ASSURANCE"	Y	102981	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7461	CERTIFIED-WITHDRAWN	"AKAMAI TECHNOLOGIES, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PRACTICE MANAGER	Y	125481	2016	"SANTA CLARA, CALIFORNIA"	-121.9552356	37.3541079
7462	CERTIFIED-WITHDRAWN	"EXPEDIA, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR OF TECHNOLOGY	Y	136697	2016	"BELLEVUE, WASHINGTON"	-122.2015159	47.6101497
7463	WITHDRAWN	AMAZON CORPORATE LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PRODUCT MANAGER	Y	124259	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
7464	CERTIFIED-WITHDRAWN	"MERCURY INSURANCE SERVICES, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SUPERVISOR, APPLICATIONS DEVELOPMENT"	Y	127300	2016	"BREA, CALIFORNIA"	-117.9000604	33.9166805
7465	CERTIFIED-WITHDRAWN	"TANGOME, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DATA INSIGHTS MANAGER	Y	152901	2016	"MOUNTAIN VIEW, CALIFORNIA"	-122.0838511	37.3860517
7466	CERTIFIED-WITHDRAWN	"FACEBOOK, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ENGINEERING MANAGER	Y	124259	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
7467	CERTIFIED-WITHDRAWN	"SG AMERICAS OPERATIONAL SERVICES, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	GLOBAL HEAD OF DATA MANAGEMENT	Y	142501	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
7468	CERTIFIED-WITHDRAWN	EVERNOTE CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"VICE PRESIDENT, AUGMENTED INTELLIGENCE"	Y	164403	2016	"REDWOOD CITY, CALIFORNIA"	-122.2363548	37.4852152
7469	CERTIFIED-WITHDRAWN	INGENICO INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	QUALITY ASSURANCE MANAGER	Y	106500	2016	"ALPHARETTA, GEORGIA"	-84.2940899	34.0753762
7470	CERTIFIED-WITHDRAWN	"RIVERBED TECHNOLOGY, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SENIOR MANAGER, ENGINEERING"	Y	183872	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
7471	CERTIFIED-WITHDRAWN	GOOGLE INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROGRAM/PROJECT LEAD	Y	164939	2016	"MOUNTAIN VIEW, CALIFORNIA"	-122.0838511	37.3860517
7472	CERTIFIED-WITHDRAWN	WEST VIRGINIA UNIVERSITY	COMPUTER AND INFORMATION SYSTEMS MANAGERS	MIDDLEWARE SPECIALIST (PROF TECH 5.38)	Y	76149	2016	"MORGANTOWN, WEST VIRGINIA"	-79.9558968	39.629526
7473	CERTIFIED-WITHDRAWN	"AUTHOR SOLUTIONS, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PRODUCT MANAGER	N	44782	2016	"BLOOMINGTON, INDIANA"	-86.5263857	39.165325
7474	WITHDRAWN	HNI CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROGRAM MANAGER SUPPLY CHAIN-PRODUCT DEVELOPMENT	Y	98197	2016	"MUSCATINE, IOWA"	-91.0432051	41.424473
7475	CERTIFIED-WITHDRAWN	KLNTEK	COMPUTER AND INFORMATION SYSTEMS MANAGERS	IT PROJECT MANAGER	Y	94432	2016	"EL SEGUNDO, CALIFORNIA"	-118.4164652	33.9191799
7476	CERTIFIED-WITHDRAWN	"DROPBOX, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	STRATEGIC PARTNER DEVELOPMENT	Y	140005	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7477	CERTIFIED-WITHDRAWN	"MICRON TECHNOLOGY, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	IS PROJECT MANAGER	Y	73258	2016	"BOISE, IDAHO"	-116.2146068	43.6187102
7478	CERTIFIED-WITHDRAWN	HITACHI DATA SYSTEMS CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SOFWARE DEVELOPMENT ENGINEER MANAGER	Y	124259	2016	"BELLEVUE, WASHINGTON"	-122.2015159	47.6101497
7479	CERTIFIED-WITHDRAWN	BANK OF AMERICA N.A.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	VP; SR LEAD CNSLT - TECH APP	Y	115856	2016	"PLANO, TEXAS"	-96.6988856	33.0198431
7480	WITHDRAWN	"ENTERPRISE HOLDINGS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PRODUCT MANAGER	Y	98509	2016	"WELDON SPRING, MISSOURI"	-90.6892929	38.713386
7481	CERTIFIED	STARBUCKS COFFEE COMPANY	COMPUTER AND INFORMATION SYSTEMS MANAGERS	MANAGER APPLICATION DEVELOPMENT	Y	128294	2016	"SEATTLE, WASHINGTON"	-122.3320708	47.6062095
7482	CERTIFIED-WITHDRAWN	"MICRON TECHNOLOGY, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	BACKEND MANUFACTURING SERVICE MANAGER	Y	73258	2016	"BOISE, IDAHO"	-116.2146068	43.6187102
7483	CERTIFIED-WITHDRAWN	"CITRIX SYSTEMS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, PRODUCT DEVELOPMENT"	Y	121909	2016	"SANTA CLARA, CALIFORNIA"	-121.9552356	37.3541079
7484	CERTIFIED-WITHDRAWN	KLNTEK	COMPUTER AND INFORMATION SYSTEMS MANAGERS	IT PROJECT MANAGER	Y	94432	2016	"EL SEGUNDO, CALIFORNIA"	-118.4164652	33.9191799
7485	CERTIFIED-WITHDRAWN	"CANARY CONNECT, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR INFORMATION SECURITY DIRECTOR	Y	164466	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7486	WITHDRAWN	"IMATCHATIVE, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR PRODUCT MANAGER	Y	140005	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7487	CERTIFIED	MERKLE INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SOFTWARE ENGINEERING MANAGER	Y	117707	2016	"COLUMBIA, MARYLAND"	-76.8610462	39.2037144
7488	CERTIFIED-WITHDRAWN	QLOGIC CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, IT"	Y	127300	2016	"ALISO VIEJO, CALIFORNIA"	-117.7256083	33.5676842
7489	CERTIFIED-WITHDRAWN	DELL MARKETING L.P.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PORTFOLIO MANAGER II	Y	89350	2016	"PLANO, TEXAS"	-96.6988856	33.0198431
7490	CERTIFIED-WITHDRAWN	DELL MARKETING L.P.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SOFTWARE DEVELOPMENT MANAGER II	Y	103730	2016	"PHOENIX, ARIZONA"	-112.0740373	33.4483771
7491	CERTIFIED-WITHDRAWN	DELL MARKETING L.P.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SOFTWARE DEVELOPMENT MANAGER II	Y	115856	2016	"PLANO, TEXAS"	-96.6988856	33.0198431
7492	WITHDRAWN	"AKAMAI TECHNOLOGIES, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ENGINEERING MANAGER	Y	127470	2016	"CAMBRIDGE, MASSACHUSETTS"	-71.1097335	42.3736158
7493	CERTIFIED-WITHDRAWN	"EXLSERVICE.COM, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR MANAGER - CLIENT DELIVERY	Y	100048	2016	"COLUMBIA, SOUTH CAROLINA"	-81.0348144	34.0007104
7494	CERTIFIED-WITHDRAWN	"REMIND101, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PRODUCT MANAGER OF GROWTH (COMPUTER & INFO SYSTEMS MANAGER)	Y	115586	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7495	CERTIFIED-WITHDRAWN	DELL MARKETING L.P.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SYSTEMS INTEGRATION SR. MANAGER	Y	118790	2016	"PLANO, TEXAS"	-96.6988856	33.0198431
7496	CERTIFIED-WITHDRAWN	PAREXEL INTERNATIONAL	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SR. MANAGER, DATA OPERATION LEADS"	Y	111426	2016	"BALTIMORE, MARYLAND"	-76.6121893	39.2903848
7497	CERTIFIED-WITHDRAWN	AMERICAN SOLAR DIRECT INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	INFORMATION TECHNOLOGY DIRECTOR	Y	120890	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
7498	CERTIFIED-WITHDRAWN	"UTILITY DATA CONTRACTORS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT MANAGER	Y	98176	2016	"ENGLEWOOD, COLORADO"	-104.9877597	39.6477653
7499	CERTIFIED-WITHDRAWN	"UTILITY DATA CONTRACTORS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT MANAGER	Y	94640	2016	"SAN DIEGO, CALIFORNIA"	-117.1610838	32.715738
7500	CERTIFIED-WITHDRAWN	"RIOT GAMES, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR DEVELOPMENT MANAGER	Y	120890	2016	"SANTA MONICA, CALIFORNIA"	-118.4911912	34.0194543
7501	DENIED	LOTUS SOFT CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	CIS MANAGERS	N	0	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7502	WITHDRAWN	CUMMINS INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	IT PROJECT MANAGER - SENIOR	Y	93683	2016	"COLUMBUS, INDIANA"	-85.9213796	39.2014404
7503	CERTIFIED-WITHDRAWN	IT PEOPLE CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	IT PROJECT MANAGER	Y	90459	2016	"MORRISVILLE, NORTH CAROLINA"	-78.8255621	35.823483
7504	CERTIFIED-WITHDRAWN	PROSIS TECHNOLOGIES INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROJECT MANAGER	N	46571	2016	"SOUTH PLAINFIELD, NEW JERSEY"	-74.4115401	40.5792701
7505	CERTIFIED-WITHDRAWN	URS TECHNOLOGIES SOLUTIONS LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	MANAGER TELECOM SERVICES	Y	98696	2016	"ROSELLE, NEW JERSEY"	NA	NA
7506	CERTIFIED-WITHDRAWN	KLNTEK	COMPUTER AND INFORMATION SYSTEMS MANAGERS	IT PROJECT MANAGER	Y	94432	2016	"EL SEGUNDO, CALIFORNIA"	-118.4164652	33.9191799
7507	CERTIFIED-WITHDRAWN	TPG CONSULTING LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT MANAGER	Y	120890	2016	"TORRANCE, CALIFORNIA"	-118.3406288	33.8358492
7508	CERTIFIED-WITHDRAWN	EMC CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, IT CLIENT SERVICES"	Y	104666	2016	"SOUTHBOROUGH, MASSACHUSETTS"	-71.5245087	42.3056501
7509	CERTIFIED-WITHDRAWN	"MGAGE, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR BUSINESS INTELLIGENCE	Y	94432	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
7510	CERTIFIED-WITHDRAWN	"STRATEGIC ALTERNATIVE FUNDS GROUP, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	CHIEF TECHNOLOGY OFFICER & VP OF ENGINEERING	Y	195208	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7511	CERTIFIED-WITHDRAWN	"EPICOR RSG (US), INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"DIRECTOR, STRATEGIC INITIATIVES"	Y	119226	2016	"NEWBURGH, NEW YORK"	-74.0104178	41.5034271
7512	CERTIFIED-WITHDRAWN	"INTERACTIVE COMMUNICATIONS INTERNATIONAL, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR PROJECT MANAGER	Y	110510	2016	"ATLANTA, GEORGIA"	-84.3879824	33.7489954
7513	CERTIFIED-WITHDRAWN	"SAY MEDIA, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	VP OF PRODUCT DESIGN	Y	188822	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7514	WITHDRAWN	"CITRIX SYSTEMS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT MANAGER	Y	131248	2016	"GOLETA, CALIFORNIA"	-119.8276389	34.4358294
7515	CERTIFIED	SEARS HOLDINGS MANAGEMENT CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SENIOR DIRECTOR, ENGINEERING"	Y	149094	2016	"HOFFMAN ESTATES, ILLINOIS"	-88.1227199	42.0629915
7516	CERTIFIED-WITHDRAWN	ARICENT TECHNOLOGIES (HOLDINGS) LTD.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR DIRECTOR	Y	93954	2016	"BOSTON, MASSACHUSETTS"	-71.0588801	42.3600825
7517	CERTIFIED-WITHDRAWN	"POCKET GEMS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	VICE PRESIDENT OF PRODUCT MANAGEMENT	Y	164403.2	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7518	CERTIFIED-WITHDRAWN	"BIOMARIN PHARMACEUTICAL, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SENIOR MANAGER, ORACLE PLANNING SOLUTIONS DELIVERY"	Y	140005	2016	"NOVATO, CALIFORNIA"	-122.5697032	38.1074198
7519	CERTIFIED-WITHDRAWN	LEVI STRAUSS & CO.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SENIOR MANAGER, IT PERFORMANCE"	Y	140005	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7520	CERTIFIED-WITHDRAWN	"VLOCITY, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"ASSOCIATE DIRECTOR, SOLUTION ARCHITECTURE"	Y	164403	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7521	CERTIFIED-WITHDRAWN	CHART INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR OF APPLICATIONS DEVELOPMENT	Y	138549	2016	"GARFIELD HEIGHTS, OHIO"	NA	NA
7522	CERTIFIED-WITHDRAWN	"CENTRIC DIGITAL, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"TECHNICAL ARCHITECT, DIRECTOR"	Y	133723	2016	"NEW YORK, NEW YORK"	-74.0059413	40.7127837
7523	CERTIFIED-WITHDRAWN	SYMANTEC CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SENIOR MANAGER, DEVELOPMENT"	Y	120890	2016	"CULVER CITY, CALIFORNIA"	-118.3964665	34.0211224
7524	CERTIFIED-WITHDRAWN	MOTOROLA MOBILITY LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT MANAGER	Y	153383	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
7525	CERTIFIED-WITHDRAWN	"UNIVERSAL ELECTRONICS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	NETWORK MANAGER	Y	118643	2016	"SANTA ANA, CALIFORNIA"	-117.8678338	33.7455731
7526	CERTIFIED	BLUECROSS BLUESHIELD OF TENNESSEE	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ENTERPRISE ARCHITECT - INTEGRATION	Y	124155	2016	"CHATTANOOGA, TENNESSEE"	-85.3096801	35.0456297
7527	CERTIFIED-WITHDRAWN	"MGAGE, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PRODUCT AND QA ENGINEERING MANAGER	Y	120890	2016	"LOS ANGELES, CALIFORNIA"	-118.2436849	34.0522342
7528	CERTIFIED-WITHDRAWN	"NEW RELIC, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ENGINEERING MANAGER	Y	115294	2016	"PORTLAND, OREGON"	-122.6764816	45.5230622
7529	CERTIFIED-WITHDRAWN	JPMORGAN CHASE & CO.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	APPLICATIONS DEVELOPER LEAD	Y	106808	2016	"COLUMBUS, OHIO"	-82.9987942	39.9611755
7530	CERTIFIED-WITHDRAWN	"EN POINTE TECHNOLOGIES SALES, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	MICROSOFT MANAGER	Y	173826	2016	"GARDENA, CALIFORNIA"	-118.3089624	33.8883487
7531	CERTIFIED-WITHDRAWN	APPLE INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR ENGINEERING PROJECT MANAGER	Y	152901	2016	"CUPERTINO, CALIFORNIA"	-122.0321823	37.3229978
7532	WITHDRAWN	"ARROW ELECTRONICS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, LOGISTICS/VALUE-ADD ENGINEERING II"	Y	109242	2016	"RENO, NEVADA"	-119.8138027	39.5296329
7533	CERTIFIED-WITHDRAWN	"RIVERBED TECHNOLOGY, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, ENGINEERING"	Y	152901	2016	"SUNNYVALE, CALIFORNIA"	-122.0363496	37.36883
7534	CERTIFIED-WITHDRAWN	"ADS ALLIANCE DATA SYSTEMS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"DIRECTOR, PLATFORM DELIVERY"	Y	125115	2016	"IRVING, TEXAS"	-96.9488945	32.8140177
7535	CERTIFIED-WITHDRAWN	BAXALTA US INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"SENIOR MANAGER, CLINICAL SYSTEMS"	Y	120120	2016	"WESTLAKE VILLAGE, CALIFORNIA"	-118.8073729	34.1466467
7536	WITHDRAWN	"INOVALON, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, FINANCIAL & QUANTITATIVE ANALYTICS"	Y	103251	2016	"BOWIE, MARYLAND"	-76.7791365	39.0067768
7537	CERTIFIED-WITHDRAWN	HITACHI CONSULTING CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	MANAGER	Y	76877	2016	"CHICAGO, ILLINOIS"	-87.6297982	41.8781136
7538	CERTIFIED-WITHDRAWN	"FACEBOOK, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"DIRECTOR, ENGINEERING"	Y	233533	2016	"MENLO PARK, CALIFORNIA"	-122.1817252	37.4529598
7539	CERTIFIED-WITHDRAWN	RECRUITING MINDS INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	IT PROGRAM MANAGER	Y	77834	2016	"MILWAUKEE, WISCONSIN"	-87.9064736	43.0389025
7540	CERTIFIED-WITHDRAWN	SONY MOBILE COMMUNICATIONS (USA) INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, SYSTEMS ENGINEERING"	Y	140005	2016	"SAN MATEO, CALIFORNIA"	-122.3255254	37.5629917
7541	CERTIFIED-WITHDRAWN	"CADREON, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"DIRECTOR, PRODUCT MANAGEMENT (CONSOLE)"	Y	164403	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7542	CERTIFIED-WITHDRAWN	THE UNIVERSITY OF IOWA	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR DATABASE ARCHITECT	Y	80974	2016	"IOWA CITY, IOWA"	-91.5301683	41.6611277
7543	CERTIFIED-WITHDRAWN	"STANDAV CORP. F/K/A CADATASOFT, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROJECT MANAGER	Y	93725	2016	"ROUND ROCK, TEXAS"	-97.678896	30.5082551
7544	CERTIFIED-WITHDRAWN	"RJT COMPUQUEST, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PROJECT MANAGER	Y	92206	2016	"SEAL BEACH, CALIFORNIA"	-118.1047866	33.7414064
7545	CERTIFIED-WITHDRAWN	LINKEDIN CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, SOFTWARE ENGINEERING"	Y	152901	2016	"MOUNTAIN VIEW, CALIFORNIA"	-122.0838511	37.3860517
7546	CERTIFIED-WITHDRAWN	APPLE INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SW DEVELOP MGR	Y	124758	2016	"CUPERTINO, CALIFORNIA"	-122.0321823	37.3229978
7547	CERTIFIED-WITHDRAWN	HITACHI CONSULTING CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, SPECIALIZED SERVICES"	Y	97198	2016	"HOUSTON, TEXAS"	-95.3698028	29.7604267
7548	CERTIFIED-WITHDRAWN	HITACHI CONSULTING CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	MANAGER	Y	103875	2016	"REDMOND, WASHINGTON"	-122.121512	47.6739881
7549	CERTIFIED-WITHDRAWN	FEDERAL HOME LOAN MORTGAGE CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ENGINEERING DIRECTOR	Y	151400	2016	"RESTON, VIRGINIA"	-77.3570028	38.9586307
7550	CERTIFIED-WITHDRAWN	"AKAMAI TECHNOLOGIES, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ENGINEERING MANAGER	Y	184122	2016	"SANTA CLARA, CALIFORNIA"	-121.9552356	37.3541079
7551	WITHDRAWN	"APOLLO EDUCATION GROUP, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"MANAGER, IT SOFTWARE ENGINEERING"	Y	111218	2016	"PHOENIX, ARIZONA"	-112.0740373	33.4483771
7552	WITHDRAWN	"CITRIX SYSTEMS, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	CUSTOMER SUCCESS MANAGER	Y	129293	2016	"PARSIPPANY, NEW JERSEY"	-74.4173877	40.8652865
7553	CERTIFIED-WITHDRAWN	"TUNEIN, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	"ENGINEERING MANAGER, ANDROID"	Y	145725	2016	"SAN FRANCISCO, CALIFORNIA"	-122.4194155	37.7749295
7554	CERTIFIED-WITHDRAWN	"BMC SOFTWARE, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	MANAGER - IT	Y	107425	2016	"HOUSTON, TEXAS"	-95.3698028	29.7604267
7555	CERTIFIED-WITHDRAWN	DB SERVICES NJ INC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	DIRECTOR	Y	200928	2016	"JERSEY CITY, NEW JERSEY"	-74.0776417	40.7281575
7556	CERTIFIED-WITHDRAWN	INSTART LOGIC INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	ENGINEERING MANAGER	Y	154440	2016	"PALO ALTO, CALIFORNIA"	-122.1430195	37.4418834
7557	CERTIFIED-WITHDRAWN	"STANDAV CORP. F/K/A CADATASOFT, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	TECHNICAL PROJECT MANAGER	Y	94141	2016	"ROUND ROCK, TEXAS"	-97.678896	30.5082551
7558	CERTIFIED-WITHDRAWN	"BMC SOFTWARE, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR MANAGER SQA ENGINEERING	Y	103158	2016	"TAMPA, FLORIDA"	-82.4571776	27.950575
7559	CERTIFIED	SONY COMPUTER ENTERTAINMENT AMERICA LLC	COMPUTER AND INFORMATION SYSTEMS MANAGERS	MANAGER DEVELOPER SUPPORT	Y	145725	2016	"SAN MATEO, CALIFORNIA"	-122.3255254	37.5629917
7560	CERTIFIED-WITHDRAWN	"XEROX STATE HEALTHCARE, LLC"	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SYSTEMS DEVELOPMENT MANAGER I	Y	88920	2016	"RICHMOND, VIRGINIA"	-77.4360481	37.5407246
7561	WITHDRAWN	VIRTUSA CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SENIOR MANAGER	Y	85883	2016	"DUBLIN, OHIO"	-83.1140771	40.0992294
7562	CERTIFIED-WITHDRAWN	PIEZOS TECHNOLOGY SOLUTIONS INC.	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SYSTEMS MANAGER	Y	75275	2016	"FARMINGTON HILLS, MICHIGAN"	-83.3677168	42.4989936
7563	CERTIFIED-WITHDRAWN	SYMANTEC CORPORATION	COMPUTER AND INFORMATION SYSTEMS MANAGERS	SR. PRODUCT MANAGER	Y	122429	2016	"CULVER CITY, CALIFORNIA"	-118.3964665	34.0211224
7564	CERTIFIED-WITHDRAWN	"ITAGROUP, INC."	COMPUTER AND INFORMATION SYSTEMS MANAGERS	PRODUCT MANAGER	Y	81200	2016	"WESTON, FLORIDA"	-80.3997748	26.1003654
